method,dataset,log_size,precision,recall,F1_measure,parsing_accuracy,iteration_no
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,3
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,4
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,5
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,6
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,7
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,8
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,9
SHISO,Apache,2,1.0000,1.0000,1.0000,1.0000,10
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,1
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,2
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,3
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,4
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,5
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,6
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,7
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,8
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,9
SHISO,HPC,2,0.3715,0.9969,0.5413,0.3245,10
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,1
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,2
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,3
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,4
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,5
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,6
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,7
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,8
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,9
SHISO,Windows,2,1.0000,0.8399,0.9130,0.7005,10
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,1
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,2
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,3
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,4
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,5
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,6
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,7
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,8
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,9
SHISO,HealthApp,2,0.7304,0.9952,0.8425,0.3970,10
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,1
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,2
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,3
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,4
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,5
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,6
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,7
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,8
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,9
SHISO,Mac,2,0.9676,0.9522,0.9598,0.5950,10
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,1
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,2
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,3
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,4
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,5
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,6
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,7
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,8
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,9
SHISO,Spark,2,0.9847,0.9984,0.9915,0.9060,10
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,1
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,2
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,3
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,4
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,5
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,6
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,7
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,8
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,9
SLCT,BGL,2,0.9931,0.9202,0.9552,0.5725,10
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,1
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,2
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,3
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,4
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,5
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,6
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,7
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,8
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,9
SLCT,OpenStack,2,0.9485,1.0000,0.9736,0.8670,10
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,1
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,2
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,3
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,4
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,5
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,6
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,7
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,8
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,9
SLCT,HDFS,2,0.9711,0.9606,0.9658,0.5450,10
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,1
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,2
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,3
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,4
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,5
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,6
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,7
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,8
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,9
SLCT,Apache,2,1.0000,0.8920,0.9429,0.7305,10
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,1
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,2
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,3
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,4
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,5
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,6
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,7
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,8
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,9
SLCT,HPC,2,0.9704,0.9887,0.9794,0.8385,10
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,1
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,2
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,3
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,4
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,5
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,6
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,7
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,8
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,9
SLCT,Windows,2,0.9994,0.8303,0.9071,0.6965,10
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,1
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,2
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,3
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,4
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,5
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,6
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,7
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,8
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,9
SLCT,HealthApp,2,0.7494,0.8859,0.8119,0.3310,10
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,1
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,2
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,3
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,4
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,5
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,6
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,7
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,8
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,9
SLCT,Mac,2,0.8577,0.9087,0.8825,0.5575,10
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,1
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,2
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,3
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,4
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,5
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,6
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,7
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,8
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,9
SLCT,Spark,2,0.9902,0.6775,0.8046,0.6850,10
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,1
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,2
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,3
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,4
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,5
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,6
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,7
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,8
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,9
Spell,BGL,2,0.9990,0.9182,0.9569,0.7865,10
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,1
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,2
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,3
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,4
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,5
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,6
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,7
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,8
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,9
Spell,OpenStack,2,1.0000,0.9883,0.9941,0.7640,10
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,1
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,2
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,3
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,4
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,5
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,6
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,7
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,8
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,9
Spell,HDFS,2,1.0000,1.0000,1.0000,1.0000,10
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,1
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,2
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,3
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,4
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,5
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,6
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,7
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,8
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,9
Spell,Apache,2,1.0000,1.0000,1.0000,1.0000,10
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,1
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,2
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,3
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,4
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,5
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,6
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,7
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,8
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,9
Spell,HPC,2,0.9767,0.9956,0.9861,0.6540,10
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,1
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,2
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,3
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,4
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,5
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,6
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,7
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,8
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,9
Spell,Windows,2,1.0000,1.0000,1.0000,0.9885,10
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,1
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,2
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,3
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,4
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,5
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,6
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,7
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,8
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,9
Spell,HealthApp,2,0.9763,0.8121,0.8867,0.6390,10
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,1
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,2
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,3
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,4
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,5
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,6
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,7
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,8
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,9
Spell,Mac,2,0.9530,0.9742,0.9635,0.7565,10
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,1
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,2
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,3
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,4
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,5
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,6
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,7
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,8
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,9
Spell,Spark,2,0.9839,0.9983,0.9910,0.9050,10
MoLFI,BGL,2,0.9984,0.9997,0.9991,0.9435,1
MoLFI,BGL,2,0.9993,0.9996,0.9995,0.9500,2
MoLFI,BGL,2,0.9984,0.9996,0.9990,0.9385,3
MoLFI,BGL,2,0.9995,0.9996,0.9995,0.9605,4
MoLFI,BGL,2,0.9989,0.9996,0.9993,0.9455,5
MoLFI,BGL,2,0.9994,0.9997,0.9996,0.9600,6
MoLFI,BGL,2,0.9989,0.9997,0.9993,0.9475,7
MoLFI,BGL,2,0.9989,0.9997,0.9993,0.9475,8
MoLFI,BGL,2,0.9989,0.9996,0.9993,0.9445,9
MoLFI,BGL,2,0.9989,0.9996,0.9993,0.9450,10
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,1
MoLFI,OpenStack,2,0.8231,0.6507,0.7268,0.2130,2
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,3
MoLFI,OpenStack,2,0.8231,0.6507,0.7268,0.2130,4
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,5
MoLFI,OpenStack,2,0.8231,0.6507,0.7268,0.2130,6
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,7
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,8
MoLFI,OpenStack,2,0.8231,0.6507,0.7268,0.2130,9
MoLFI,OpenStack,2,0.8230,0.6507,0.7268,0.2130,10
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,1
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,2
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,3
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,4
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,5
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,6
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,7
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,8
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,9
MoLFI,HDFS,2,1.0000,1.0000,1.0000,0.9975,10
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,1
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,2
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,3
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,4
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,5
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,6
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,7
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,8
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,9
MoLFI,Apache,2,1.0000,1.0000,1.0000,1.0000,10
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8245,1
MoLFI,HPC,2,0.9682,0.9990,0.9834,0.8655,2
MoLFI,HPC,2,0.9682,0.9990,0.9833,0.8630,3
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8245,4
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8235,5
MoLFI,HPC,2,0.9674,0.9990,0.9829,0.8570,6
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8235,7
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8245,8
MoLFI,HPC,2,0.9578,0.9990,0.9780,0.8235,9
MoLFI,HPC,2,0.9682,0.9991,0.9834,0.8715,10
MoLFI,Windows,2,1.0000,0.8581,0.9236,0.7095,1
MoLFI,Windows,2,1.0000,0.8399,0.9130,0.7110,2
MoLFI,Windows,2,1.0000,0.8399,0.9130,0.7110,3
MoLFI,Windows,2,0.9983,0.8404,0.9126,0.4050,4
MoLFI,Windows,2,1.0000,0.8407,0.9135,0.7100,5
MoLFI,Windows,2,1.0000,0.9181,0.9573,0.7080,6
MoLFI,Windows,2,1.0000,0.8399,0.9130,0.7125,7
MoLFI,Windows,2,1.0000,0.8407,0.9135,0.7095,8
MoLFI,Windows,2,1.0000,0.8451,0.9160,0.7110,9
MoLFI,Windows,2,1.0000,0.8406,0.9134,0.7110,10
MoLFI,HealthApp,2,0.6587,0.9982,0.7937,0.3220,1
MoLFI,HealthApp,2,0.6586,0.9993,0.7939,0.4360,2
MoLFI,HealthApp,2,0.6590,0.9993,0.7942,0.4390,3
MoLFI,HealthApp,2,0.6590,0.9993,0.7942,0.4410,4
MoLFI,HealthApp,2,0.6715,0.9999,0.8034,0.4640,5
MoLFI,HealthApp,2,0.6590,0.9993,0.7942,0.4410,6
MoLFI,HealthApp,2,0.6533,0.9742,0.7821,0.3205,7
MoLFI,HealthApp,2,0.6532,0.9741,0.7821,0.3180,8
MoLFI,HealthApp,2,0.6528,0.9742,0.7818,0.3225,9
MoLFI,HealthApp,2,0.6528,0.9742,0.7818,0.3200,10
MoLFI,Mac,2,0.9546,0.9006,0.9268,0.6300,1
MoLFI,Mac,2,0.9840,0.9174,0.9496,0.6640,2
MoLFI,Mac,2,0.9785,0.9116,0.9439,0.6380,3
MoLFI,Mac,2,0.9608,0.9171,0.9385,0.6630,4
MoLFI,Mac,2,0.9608,0.9166,0.9382,0.6570,5
MoLFI,Mac,2,0.9607,0.9198,0.9398,0.6590,6
MoLFI,Mac,2,0.9546,0.9170,0.9354,0.6330,7
MoLFI,Mac,2,0.9602,0.9206,0.9400,0.6565,8
MoLFI,Mac,2,0.9778,0.9184,0.9472,0.6550,9
MoLFI,Mac,2,0.9593,0.9150,0.9366,0.6455,10
MoLFI,Spark,2,0.9999,0.3455,0.5136,0.4180,1
MoLFI,Spark,2,0.9999,0.3451,0.5131,0.4180,2
MoLFI,Spark,2,0.9999,0.3460,0.5141,0.4170,3
MoLFI,Spark,2,0.9999,0.5174,0.6820,0.4420,4
MoLFI,Spark,2,0.9999,0.3366,0.5037,0.4180,5
MoLFI,Spark,2,0.9999,0.5197,0.6839,0.5705,6
MoLFI,Spark,2,0.9999,0.5195,0.6838,0.5705,7
MoLFI,Spark,2,0.9999,0.3488,0.5172,0.4180,8
MoLFI,Spark,2,0.9999,0.3501,0.5186,0.4170,9
MoLFI,Spark,2,0.9999,0.3394,0.5068,0.4180,10
NuLog,BGL,2,0.9984,0.9997,0.9991,0.9435,1
NuLog,BGL,2,0.9993,0.9996,0.9995,0.9500,2
NuLog,BGL,2,0.9984,0.9996,0.9990,0.9385,3
NuLog,BGL,2,0.9995,0.9996,0.9995,0.9605,4
NuLog,BGL,2,0.9989,0.9996,0.9993,0.9455,5
NuLog,BGL,2,0.9994,0.9997,0.9996,0.9600,6
NuLog,BGL,2,0.9989,0.9997,0.9993,0.9475,7
NuLog,BGL,2,0.9989,0.9997,0.9993,0.9475,8
NuLog,BGL,2,0.9989,0.9996,0.9993,0.9445,9
NuLog,BGL,2,0.9989,0.9996,0.9993,0.9450,10
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,1
NuLog,OpenStack,2,0.8231,0.6507,0.7268,0.2130,2
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,3
NuLog,OpenStack,2,0.8231,0.6507,0.7268,0.2130,4
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,5
NuLog,OpenStack,2,0.8231,0.6507,0.7268,0.2130,6
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,7
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,8
NuLog,OpenStack,2,0.8231,0.6507,0.7268,0.2130,9
NuLog,OpenStack,2,0.8230,0.6507,0.7268,0.2130,10
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,1
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,2
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,3
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,4
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,5
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,6
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,7
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,8
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,9
NuLog,HDFS,2,1.0000,1.0000,1.0000,0.9975,10
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,1
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,2
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,3
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,4
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,5
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,6
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,7
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,8
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,9
NuLog,Apache,2,1.0000,1.0000,1.0000,1.0000,10
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8245,1
NuLog,HPC,2,0.9682,0.9990,0.9834,0.8655,2
NuLog,HPC,2,0.9682,0.9990,0.9833,0.8630,3
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8245,4
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8235,5
NuLog,HPC,2,0.9674,0.9990,0.9829,0.8570,6
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8235,7
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8245,8
NuLog,HPC,2,0.9578,0.9990,0.9780,0.8235,9
NuLog,HPC,2,0.9682,0.9991,0.9834,0.8715,10
NuLog,Windows,2,1.0000,0.8581,0.9236,0.7095,1
NuLog,Windows,2,1.0000,0.8399,0.9130,0.7110,2
NuLog,Windows,2,1.0000,0.8399,0.9130,0.7110,3
NuLog,Windows,2,0.9983,0.8404,0.9126,0.4050,4
NuLog,Windows,2,1.0000,0.8407,0.9135,0.7100,5
NuLog,Windows,2,1.0000,0.9181,0.9573,0.7080,6
NuLog,Windows,2,1.0000,0.8399,0.9130,0.7125,7
NuLog,Windows,2,1.0000,0.8407,0.9135,0.7095,8
NuLog,Windows,2,1.0000,0.8451,0.9160,0.7110,9
NuLog,Windows,2,1.0000,0.8406,0.9134,0.7110,10
NuLog,HealthApp,2,0.6587,0.9982,0.7937,0.3220,1
NuLog,HealthApp,2,0.6586,0.9993,0.7939,0.4360,2
NuLog,HealthApp,2,0.6590,0.9993,0.7942,0.4390,3
NuLog,HealthApp,2,0.6590,0.9993,0.7942,0.4410,4
NuLog,HealthApp,2,0.6715,0.9999,0.8034,0.4640,5
NuLog,HealthApp,2,0.6590,0.9993,0.7942,0.4410,6
NuLog,HealthApp,2,0.6533,0.9742,0.7821,0.3205,7
NuLog,HealthApp,2,0.6532,0.9741,0.7821,0.3180,8
NuLog,HealthApp,2,0.6528,0.9742,0.7818,0.3225,9
NuLog,HealthApp,2,0.6528,0.9742,0.7818,0.3200,10
NuLog,Mac,2,0.9546,0.9006,0.9268,0.6300,1
NuLog,Mac,2,0.9840,0.9174,0.9496,0.6640,2
NuLog,Mac,2,0.9785,0.9116,0.9439,0.6380,3
NuLog,Mac,2,0.9608,0.9171,0.9385,0.6630,4
NuLog,Mac,2,0.9608,0.9166,0.9382,0.6570,5
NuLog,Mac,2,0.9607,0.9198,0.9398,0.6590,6
NuLog,Mac,2,0.9546,0.9170,0.9354,0.6330,7
NuLog,Mac,2,0.9602,0.9206,0.9400,0.6565,8
NuLog,Mac,2,0.9778,0.9184,0.9472,0.6550,9
NuLog,Mac,2,0.9593,0.9150,0.9366,0.6455,10
NuLog,Spark,2,0.9999,0.3455,0.5136,0.4180,1
NuLog,Spark,2,0.9999,0.3451,0.5131,0.4180,2
NuLog,Spark,2,0.9999,0.3460,0.5141,0.4170,3
NuLog,Spark,2,0.9999,0.5174,0.6820,0.4420,4
NuLog,Spark,2,0.9999,0.3366,0.5037,0.4180,5
NuLog,Spark,2,0.9999,0.5197,0.6839,0.5705,6
NuLog,Spark,2,0.9999,0.5195,0.6838,0.5705,7
NuLog,Spark,2,0.9999,0.3488,0.5172,0.4180,8
